#color_b,color_g,color_r,pos_x,pos_y
0.0,0.0,255.0,0.08641975308641975,0.8009259259259259
0.0,0.0,255.0,0.03292181069958848,0.7268518518518519
0.0,0.0,255.0,0.02880658436213992,0.7245370370370371
0.0,0.0,255.0,0.0257201646090535,0.7245370370370371
0.0,0.0,255.0,0.02263374485596708,0.7245370370370371
0.0,0.0,255.0,0.013374485596707819,0.7291666666666666
0.0,0.0,255.0,0.00411522633744856,0.7453703703703703
0.0,0.0,255.0,0.0,0.7847222222222222
0.0,0.0,255.0,0.00102880658436214,0.8194444444444444
0.0,0.0,255.0,0.00205761316872428,0.8356481481481481
0.0,0.0,255.0,0.006172839506172839,0.8773148148148148
0.0,0.0,255.0,0.012345679012345678,0.9074074074074074
0.0,0.0,255.0,0.01440329218106996,0.9166666666666666
0.0,0.0,255.0,0.024691358024691357,0.9467592592592593
0.0,0.0,255.0,0.0360082304526749,0.9722222222222222
0.0,0.0,255.0,0.040123456790123455,0.9791666666666666
0.0,0.0,255.0,0.05246913580246913,0.9930555555555556
0.0,0.0,255.0,0.05452674897119342,0.9953703703703703
0.0,0.0,255.0,0.0668724279835391,1.0
0.0,0.0,255.0,0.07613168724279835,0.9953703703703703
0.0,0.0,255.0,0.0874485596707819,0.9791666666666666
0.0,0.0,255.0,0.08847736625514403,0.9745370370370371
0.0,0.0,255.0,0.09362139917695474,0.9583333333333334
0.0,0.0,255.0,0.09465020576131687,0.9537037037037037
0.0,0.0,255.0,0.09670781893004116,0.9398148148148148
0.0,0.0,255.0,0.09670781893004116,0.9351851851851852
0.0,0.0,255.0,0.09670781893004116,0.9097222222222222
0.0,0.0,255.0,0.09567901234567901,0.8564814814814815
0.0,0.0,255.0,0.09465020576131687,0.8449074074074074
0.0,0.0,255.0,0.08950617283950617,0.7916666666666666
0.0,0.0,255.0,0.0874485596707819,0.7731481481481481
0.0,0.0,255.0,0.08436213991769548,0.7546296296296297
0.0,0.0,255.0,0.0823045267489712,0.7407407407407407
0.0,0.0,255.0,0.0720164609053498,0.6805555555555556
0.0,0.0,255.0,0.06995884773662552,0.6620370370370371
0.0,0.0,255.0,0.05761316872427984,0.5949074074074074
0.0,0.0,255.0,0.04938271604938271,0.5393518518518519
0.0,0.0,255.0,0.044238683127572016,0.5023148148148148
0.0,0.0,255.0,0.0411522633744856,0.4837962962962963
0.0,0.0,255.0,0.03806584362139918,0.4722222222222222
0.0,0.0,255.0,0.03806584362139918,0.4675925925925926
0.0,0.0,255.0,0.037037037037037035,0.4675925925925926
0.0,0.0,255.0,0.037037037037037035,0.4652777777777778
0.0,0.0,255.0,0.037037037037037035,0.4652777777777778
0.0,0.0,255.0,0.043209876543209874,0.49074074074074076
0.0,0.0,255.0,0.04835390946502058,0.5185185185185185
0.0,0.0,255.0,0.050411522633744855,0.5277777777777778
0.0,0.0,255.0,0.05246913580246913,0.5393518518518519
0.0,0.0,255.0,0.05761316872427984,0.5694444444444444
0.0,0.0,255.0,0.06481481481481481,0.6064814814814815
0.0,0.0,255.0,0.0668724279835391,0.6226851851851852
0.0,0.0,255.0,0.07304526748971193,0.6597222222222222
0.0,0.0,255.0,0.08024691358024691,0.6898148148148148
0.0,0.0,255.0,0.0823045267489712,0.7013888888888888
0.0,0.0,255.0,0.09156378600823045,0.7384259259259259
0.0,0.0,255.0,0.09876543209876543,0.7708333333333334
0.0,0.0,255.0,0.10185185185185185,0.7777777777777778
0.0,0.0,255.0,0.10905349794238683,0.8009259259259259
0.0,0.0,255.0,0.11625514403292181,0.8194444444444444
0.0,0.0,255.0,0.11934156378600823,0.8263888888888888
0.0,0.0,255.0,0.12962962962962962,0.8472222222222222
0.0,0.0,255.0,0.1388888888888889,0.8611111111111112
0.0,0.0,255.0,0.14094650205761317,0.8657407407407407
0.0,0.0,255.0,0.14609053497942387,0.8703703703703703
0.0,0.0,255.0,0.14814814814814814,0.8726851851851852
0.0,0.0,255.0,0.14917695473251028,0.8726851851851852
0.0,0.0,255.0,0.15123456790123457,0.8680555555555556
0.0,0.0,255.0,0.15329218106995884,0.8564814814814815
0.0,0.0,255.0,0.15329218106995884,0.8495370370370371
0.0,0.0,255.0,0.15432098765432098,0.8287037037037037
0.0,0.0,255.0,0.15123456790123457,0.7754629629629629
0.0,0.0,255.0,0.147119341563786,0.7268518518518519
0.0,0.0,255.0,0.13786008230452676,0.6597222222222222
0.0,0.0,255.0,0.13477366255144033,0.6412037037037037
0.0,0.0,255.0,0.13168724279835392,0.6273148148148148
0.0,0.0,255.0,0.12448559670781893,0.5879629629629629
0.0,0.0,255.0,0.11934156378600823,0.5509259259259259
0.0,0.0,255.0,0.1183127572016461,0.5370370370370371
0.0,0.0,255.0,0.11522633744855967,0.5115740740740741
0.0,0.0,255.0,0.11419753086419752,0.49537037037037035
0.0,0.0,255.0,0.11419753086419752,0.4930555555555556
0.0,0.0,255.0,0.11316872427983539,0.4837962962962963
0.0,0.0,255.0,0.11316872427983539,0.48148148148148145
0.0,0.0,255.0,0.11316872427983539,0.48148148148148145
0.0,0.0,255.0,0.11316872427983539,0.48148148148148145
0.0,0.0,255.0,0.11625514403292181,0.5
0.0,0.0,255.0,0.12139917695473251,0.5347222222222222
0.0,0.0,255.0,0.12654320987654322,0.5694444444444444
0.0,0.0,255.0,0.12962962962962962,0.5833333333333334
0.0,0.0,255.0,0.14094650205761317,0.6319444444444444
0.0,0.0,255.0,0.14506172839506173,0.6481481481481481
0.0,0.0,255.0,0.14917695473251028,0.6597222222222222
0.0,0.0,255.0,0.15946502057613168,0.6921296296296297
0.0,0.0,255.0,0.17386831275720166,0.7453703703703703
0.0,0.0,255.0,0.18518518518518517,0.7824074074074074
0.0,0.0,255.0,0.18930041152263374,0.7916666666666666
0.0,0.0,255.0,0.19238683127572018,0.8009259259259259
0.0,0.0,255.0,0.20267489711934156,0.8240740740740741
0.0,0.0,255.0,0.205761316872428,0.8310185185185185
0.0,0.0,255.0,0.21296296296296297,0.8518518518518519
0.0,0.0,255.0,0.22119341563786007,0.8703703703703703
0.0,0.0,255.0,0.22530864197530864,0.8796296296296297
0.0,0.0,255.0,0.2294238683127572,0.8865740740740741
0.0,0.0,255.0,0.23251028806584362,0.8888888888888888
0.0,0.0,255.0,0.23559670781893005,0.8865740740740741
0.0,0.0,255.0,0.23868312757201646,0.8819444444444444
0.0,0.0,255.0,0.2397119341563786,0.8796296296296297
0.0,0.0,255.0,0.24074074074074073,0.875
0.0,0.0,255.0,0.24279835390946503,0.8657407407407407
0.0,0.0,255.0,0.24279835390946503,0.8611111111111112
0.0,0.0,255.0,0.24279835390946503,0.8472222222222222
0.0,0.0,255.0,0.2417695473251029,0.8310185185185185
0.0,0.0,255.0,0.23765432098765432,0.7962962962962963
0.0,0.0,255.0,0.2366255144032922,0.7870370370370371
0.0,0.0,255.0,0.23148148148148148,0.7453703703703703
0.0,0.0,255.0,0.23045267489711935,0.7361111111111112
0.0,0.0,255.0,0.2222222222222222,0.6944444444444444
0.0,0.0,255.0,0.2139917695473251,0.6435185185185185
0.0,0.0,255.0,0.20679012345679013,0.5972222222222222
0.0,0.0,255.0,0.205761316872428,0.5879629629629629
0.0,0.0,255.0,0.20164609053497942,0.5486111111111112
0.0,0.0,255.0,0.2006172839506173,0.5393518518518519
