color_b,color_g,color_r,pos_x,pos_y,time
0.0,0.0,255.0,0.0,0.635593220338983,0.0
0.0,0.0,255.0,0.017523364485981307,0.7923728813559322,0.0007734325131919642
0.0,0.0,255.0,0.02336448598130841,0.809322033898305,0.0014197419309500345
0.0,0.0,255.0,0.028037383177570093,0.8305084745762712,0.0020485456375597074
0.0,0.0,255.0,0.03387850467289719,0.8516949152542372,0.0025765207614768674
0.0,0.0,255.0,0.0397196261682243,0.864406779661017,0.0032331107406075076
0.0,0.0,255.0,0.04439252336448598,0.8771186440677966,0.0038552464607325243
0.0,0.0,255.0,0.05023364485981308,0.8898305084745762,0.00447420095819505
0.0,0.0,255.0,0.054906542056074766,0.902542372881356,0.005242996434963722
0.0,0.0,255.0,0.06074766355140187,0.9152542372881356,0.005929259852601553
0.0,0.0,255.0,0.06658878504672897,0.9279661016949152,0.006712020357668279
0.0,0.0,255.0,0.07126168224299065,0.9364406779661016,0.0073338505366336215
0.0,0.0,255.0,0.07593457943925233,0.9449152542372882,0.00816754655031899
0.0,0.0,255.0,0.08060747663551401,0.9491525423728814,0.008806397169179128
0.0,0.0,255.0,0.0852803738317757,0.9533898305084746,0.009524976057704863
0.0,0.0,255.0,0.08878504672897196,0.9533898305084746,0.010209819607600678
0.0,0.0,255.0,0.09345794392523364,0.9533898305084746,0.010968118846884069
0.0,0.0,255.0,0.0969626168224299,0.9491525423728814,0.011706018720506852
0.0,0.0,255.0,0.10046728971962617,0.9491525423728814,0.012403371484939921
0.0,0.0,255.0,0.10514018691588785,0.9449152542372882,0.01317710953929156
0.0,0.0,255.0,0.10864485981308411,0.940677966101695,0.013832585191839858
0.0,0.0,255.0,0.1133177570093458,0.9322033898305084,0.01459323889535368
0.0,0.0,255.0,0.11682242990654206,0.923728813559322,0.015310236159052866
0.0,0.0,255.0,0.12149532710280374,0.9152542372881356,0.01601474218122419
0.0,0.0,255.0,0.125,0.9067796610169492,0.0167207399631751
0.0,0.0,255.0,0.12850467289719625,0.8983050847457628,0.017483981780041458
0.0,0.0,255.0,0.13200934579439252,0.8898305084745762,0.01812044198865238
0.0,0.0,255.0,0.13551401869158877,0.8813559322033898,0.018871677835244478
0.0,0.0,255.0,0.13901869158878505,0.8686440677966102,0.01956635262127805
0.0,0.0,255.0,0.1413551401869159,0.8559322033898306,0.020356733682327238
0.0,0.0,255.0,0.14369158878504673,0.847457627118644,0.020991073075829834
0.0,0.0,255.0,0.14602803738317757,0.8305084745762712,0.021779441159827054
0.0,0.0,255.0,0.1483644859813084,0.8177966101694916,0.022436678167295828
0.0,0.0,255.0,0.15070093457943926,0.7966101694915254,0.023187500634671895
0.0,0.0,255.0,0.1530373831775701,0.7796610169491526,0.023861955785138785
0.0,0.0,255.0,0.1542056074766355,0.7627118644067796,0.024659166589757163
0.0,0.0,255.0,0.15537383177570094,0.7457627118644068,0.025284142045366213
0.0,0.0,255.0,0.15654205607476634,0.7288135593220338,0.026036096812334014
0.0,0.0,255.0,0.15771028037383178,0.7161016949152542,0.0267577131394471
0.0,0.0,255.0,0.15771028037383178,0.7033898305084746,0.027495900581220166
0.0,0.0,255.0,0.15771028037383178,0.6864406779661016,0.028173213440180478
0.0,0.0,255.0,0.1588785046728972,0.673728813559322,0.0289013000506749
0.0,0.0,255.0,0.1588785046728972,0.6610169491525424,0.029587994820538154
0.0,0.0,255.0,0.1588785046728972,0.6440677966101694,0.030358587598246087
0.0,0.0,255.0,0.1588785046728972,0.6271186440677966,0.031098446529892663
0.0,0.0,255.0,0.1588785046728972,0.6101694915254238,0.03181855312421677
0.0,0.0,255.0,0.1588785046728972,0.5889830508474576,0.03252656388321965
0.0,0.0,255.0,0.15771028037383178,0.5720338983050848,0.03321491216994703
0.0,0.0,255.0,0.15771028037383178,0.5508474576271186,0.033962355711557285
0.0,0.0,255.0,0.15654205607476634,0.5338983050847458,0.0346350495071037
0.0,0.0,255.0,0.15537383177570094,0.5127118644067796,0.03540129281653862
0.0,0.0,255.0,0.1542056074766355,0.4957627118644068,0.03610387572670493
0.0,0.0,255.0,0.1530373831775701,0.4788135593220339,0.0368603057730115
0.0,0.0,255.0,0.15186915887850466,0.461864406779661,0.0374970535497727
0.0,0.0,255.0,0.15070093457943926,0.4449152542372881,0.0383216731937148
0.0,0.0,255.0,0.14953271028037382,0.4279661016949153,0.03893904606635078
0.0,0.0,255.0,0.14719626168224298,0.4110169491525424,0.03969542219362916
0.0,0.0,255.0,0.14602803738317757,0.3898305084745763,0.04037505357080112
0.0,0.0,255.0,0.14369158878504673,0.3686440677966102,0.04114758743352345
0.0,0.0,255.0,0.1425233644859813,0.3474576271186441,0.041824810427436805
0.0,0.0,255.0,0.14018691588785046,0.326271186440678,0.04255821704871144
0.0,0.0,255.0,0.1378504672897196,0.3050847457627119,0.04326543699530105
0.0,0.0,255.0,0.13551401869158877,0.288135593220339,0.043986586024169924
0.0,0.0,255.0,0.13317757009345793,0.2711864406779661,0.04466104117463681
0.0,0.0,255.0,0.12967289719626168,0.2542372881355932,0.04547967580645118
0.0,0.0,255.0,0.12733644859813084,0.23728813559322035,0.046085797575207386
0.0,0.0,255.0,0.125,0.22033898305084745,0.04691381411792469
0.0,0.0,255.0,0.12149532710280374,0.2076271186440678,0.0475284371201236
0.0,0.0,255.0,0.11799065420560748,0.1864406779661017,0.0482901152851728
0.0,0.0,255.0,0.1133177570093458,0.1694915254237288,0.04898029681885822
0.0,0.0,255.0,0.10981308411214953,0.15254237288135594,0.04973119117827186
0.0,0.0,255.0,0.10514018691588785,0.13559322033898305,0.05040785700889403
0.0,0.0,255.0,0.10163551401869159,0.1228813559322034,0.051139646059323335
0.0,0.0,255.0,0.09813084112149532,0.11016949152542373,0.05186658239721663
0.0,0.0,255.0,0.09345794392523364,0.09745762711864407,0.052599126314040415
0.0,0.0,255.0,0.08995327102803738,0.0847457627118644,0.053255985888311944
0.0,0.0,255.0,0.0852803738317757,0.07627118644067797,0.05400946836107812
0.0,0.0,255.0,0.08177570093457943,0.0635593220338983,0.054774992750137336
0.0,0.0,255.0,0.07710280373831775,0.05508474576271186,0.05545128114756227
0.0,0.0,255.0,0.07126168224299065,0.046610169491525424,0.056212635798442406
0.0,0.0,255.0,0.06658878504672897,0.038135593220338986,0.056880746476593705
0.0,0.0,255.0,0.0630841121495327,0.029661016949152543,0.05762597933804867
0.0,0.0,255.0,0.05841121495327103,0.025423728813559324,0.05829928421591443
0.0,0.0,255.0,0.054906542056074766,0.0211864406779661,0.059064682793907905
0.0,0.0,255.0,0.0514018691588785,0.01694915254237288,0.059744817415342856
0.0,0.0,255.0,0.04906542056074766,0.012711864406779662,0.06053307766128372
0.0,0.0,255.0,0.0455607476635514,0.00847457627118644,0.06116718340566421
0.0,0.0,255.0,0.04322429906542056,0.00423728813559322,0.06196090744646043
0.0,0.0,255.0,0.04088785046728972,0.00423728813559322,0.06259875157679458
0.0,0.0,255.0,0.038551401869158876,0.00423728813559322,0.06337117760146056
0.0,0.0,255.0,0.036214953271028034,0.0,0.0640957954211422
0.0,0.0,255.0,0.035046728971962614,0.0,0.06478398195078505
0.0,0.0,255.0,0.03271028037383177,0.0,0.06546098926858569
0.0,0.0,255.0,0.03154205607476635,0.0,0.06622234391946583
0.0,0.0,255.0,0.029205607476635514,0.0,0.0669830874880266
